Volume,Adj Close,,,,,,,,,,,,,,,CNY,"A,B"
17900,40.69,,,,,,,,,,,,,,,,
13800,40.72,,,,,,,,,,,,,,,,
17600,40.76,,,,,,,,,,,,,,,,
8600,40.72,,,,,,,,,,,,,,,,
9600,40.74,,,,,,,,,,,,,,,,
35700,40.77,,,,,,,,,,,,,,,,
34100,40.53,,,,,,,,,,,,,,,,
15800,40.36,,,,,,,,,,,,,,,,
42700,40.47,,,,,,,,,,,,,,,,
16300,40.3,,,,,,,,,,,,,,,,
16700,40.38,,,,,,,,,,,,,,,,
29600,40.35,,,,,,,,,,,,,,,,
11400,40.4,,,,,,,,,,,,,,,,
18200,40.41,,,,,,,,,,,,,,,,
24800,40.36,,,,,,,,,,,,,,,,
5000,40.33,,,,,,,,,,,,,,,,
7200,40.34,,,,,,,,,,,,,,,,
7400,40.37,,,,,,,,,,,,,,,,
6400,40.34,,,,,,,,,,,,,,,,
10500,40.33,,,,,,,,,,,,,,,,
4400,40.33,,,,,,,,,,,,,,,,
13200,40.27,,,,,,,,,,,,,,,,
42400,40.19,,,,,,,,,,,,,,,,
18300,40.16,,,,,,,,,,,,,,,,
12000,40.17,,,,,,,,,,,,,,,,
9000,40.23,,,,,,,,,,,,,,,,
11200,40.2,,,,,,,,,,,,,,,,
19500,40.12,,,,,,,,,,,,,,,,
15300,40.19,,,,,,,,,,,,,,,,
7500,40.25,,,,,,,,,,,,,,,,
27100,40.24,,,,,,,,,,,,,,,,
25800,40.25,,,,,,,,,,,,,,,,
13900,40.27,,,,,,,,,,,,,,,,
10700,40.27,,,,,,,,,,,,,,,,
19200,40.27,,,,,,,,,,,,,,,,
7100,40.31,,,,,,,,,,,,,,,,
7400,40.25,,,,,,,,,,,,,,,,
9000,40.2,,,,,,,,,,,,,,,,
3700,40.29,,,,,,,,,,,,,,,,
24100,40.29,,,,,,,,,,,,,,,,
18000,40.34,,,,,,,,,,,,,,,,
14700,40.34,,,,,,,,,,,,,,,,
14700,40.27,,,,,,,,,,,,,,,,
41700,40.36,,,,,,,,,,,,,,,,
10600,40.19,,,,,,,,,,,,,,,,
5800,40.24,,,,,,,,,,,,,,,,
15700,40.26,,,,,,,,,,,,,,,,
8200,40.17,,,,,,,,,,,,,,,,
23700,40.24,,,,,,,,,,,,,,,,
16700,40.3,,,,,,,,,,,,,,,,
6300,40.25,,,,,,,,,,,,,,,,
14900,40.25,,,,,,,,,,,,,,,,
23700,40.25,,,,,,,,,,,,,,,,
9400,40.28,,,,,,,,,,,,,,,,
13700,40.28,,,,,,,,,,,,,,,,
12300,40.28,,,,,,,,,,,,,,,,
9700,40.28,,,,,,,,,,,,,,,,
19900,40.25,,,,,,,,,,,,,,,,
7100,40.25,,,,,,,,,,,,,,,,
30700,40.12,,,,,,,,,,,,,,,,
32800,40.16,,,,,,,,,,,,,,,,
26300,40.11,,,,,,,,,,,,,,,,
30500,40.4,,,,,,,,,,,,,,,,
8100,40.26,,,,,,,,,,,,,,,,
18200,40.25,,,,,,,,,,,,,,,,
23900,40.2,,,,,,,,,,,,,,,,
13200,40.13,,,,,,,,,,,,,,,,
19800,40.23,,,,,,,,,,,,,,,,
11000,40.25,,,,,,,,,,,,,,,,
28500,40.31,,,,,,,,,,,,,,,,
8700,40.38,,,,,,,,,,,,,,,,
16000,40.42,,,,,,,,,,,,,,,,
9100,40.37,,,,,,,,,,,,,,,,
22300,40.39,,,,,,,,,,,,,,,,
13000,40.49,,,,,,,,,,,,,,,,
16000,40.43,,,,,,,,,,,,,,,,
27000,40.64,,,,,,,,,,,,,,,,
52000,40.67,,,,,,,,,,,,,,,,
8700,40.5,,,,,,,,,,,,,,,,
29700,40.5,,,,,,,,,,,,,,,,
16900,40.49,,,,,,,,,,,,,,,,
24800,40.58,,,,,,,,,,,,,,,,
65400,40.65,,,,,,,,,,,,,,,,
48500,40.48,,,,,,,,,,,,,,,,
57000,40.39,,,,,,,,,,,,,,,,
29700,40.28,,,,,,,,,,,,,,,,
12500,40.28,,,,,,,,,,,,,,,,
15500,40.29,,,,,,,,,,,,,,,,
12300,40.29,,,,,,,,,,,,,,,,
34800,40.13,,,,,,,,,,,,,,,,
20500,40.3,,,,,,,,,,,,,,,,
36900,40.38,,,,,,,,,,,,,,,,
31700,40.23,,,,,,,,,,,,,,,,
18500,40.32,,,,,,,,,,,,,,,,
4300,40.28,,,,,,,,,,,,,,,,
10100,40.25,,,,,,,,,,,,,,,,
10800,40.3,,,,,,,,,,,,,,,,
10000,40.21,,,,,,,,,,,,,,,,
15500,40.21,,,,,,,,,,,,,,,,
6200,40.25,,,,,,,,,,,,,,,,
41500,40.17,,,,,,,,,,,,,,,,
23300,40.3,,,,,,,,,,,,,,,,
12700,40.24,,,,,,,,,,,,,,,,
3000,40.26,,,,,,,,,,,,,,,,
33600,40.29,,,,,,,,,,,,,,,,
13300,40.31,,,,,,,,,,,,,,,,
25800,40.29,,,,,,,,,,,,,,,,
28800,40.19,,,,,,,,,,,,,,,,
23600,40.18,,,,,,,,,,,,,,,,
13200,40.15,,,,,,,,,,,,,,,,
15500,40.27,,,,,,,,,,,,,,,,
23700,40.25,,,,,,,,,,,,,,,,
59700,40.23,,,,,,,,,,,,,,,,
19500,40.3,,,,,,,,,,,,,,,,
12300,40.28,,,,,,,,,,,,,,,,
37200,40.39,,,,,,,,,,,,,,,,
39800,40.38,,,,,,,,,,,,,,,,
15600,40.33,,,,,,,,,,,,,,,,
9100,40.31,,,,,,,,,,,,,,,,
30400,40.38,,,,,,,,,,,,,,,,
36500,40.39,,,,,,,,,,,,,,,,
29700,40.32,,,,,,,,,,,,,,,,
13600,40.22,,,,,,,,,,,,,,,,
18300,40.27,,,,,,,,,,,,,,,,
22700,40.28,,,,,,,,,,,,,,,,
16600,40.3,,,,,,,,,,,,,,,,
43600,40.38,,,,,,,,,,,,,,,,
27800,40.29,,,,,,,,,,,,,,,,
15200,40.23,,,,,,,,,,,,,,,,
23500,40.16,,,,,,,,,,,,,,,,
25100,40.16,,,,,,,,,,,,,,,,
18200,40.25,,,,,,,,,,,,,,,,
26800,40.33,,,,,,,,,,,,,,,,
10300,40.29,,,,,,,,,,,,,,,,
14200,40.21,,,,,,,,,,,,,,,,
19500,40.22,,,,,,,,,,,,,,,,
61400,40.33,,,,,,,,,,,,,,,,
57900,40.28,,,,,,,,,,,,,,,,
33500,40.34,,,,,,,,,,,,,,,,
73500,40.21,,,,,,,,,,,,,,,,
60800,40.26,,,,,,,,,,,,,,,,
37900,40.36,,,,,,,,,,,,,,,,
45800,40.39,,,,,,,,,,,,,,,,
40700,40.34,,,,,,,,,,,,,,,,
134800,40.37,,,,,,,,,,,,,,,,
46600,40.32,,,,,,,,,,,,,,,,
28200,40.28,,,,,,,,,,,,,,,,
39100,40.3,,,,,,,,,,,,,,,,
135200,40.46,,,,,,,,,,,,,,,,
133300,40.44,,,,,,,,,,,,,,,,
109600,40.56,,,,,,,,,,,,,,,,
192600,40.57,,,,,,,,,,,,,,,,
256200,40.52,,,,,,,,,,,,,,,,
105500,40.37,,,,,,,,,,,,,,,,
96700,40.36,,,,,,,,,,,,,,,,
347800,40.44,,,,,,,,,,,,,,,,
165300,40.47,,,,,,,,,,,,,,,,
26800,40.57,,,,,,,,,,,,,,,,
35600,40.65,,,,,,,,,,,,,,,,
20100,40.57,,,,,,,,,,,,,,,,
19300,40.4,,,,,,,,,,,,,,,,
41500,40.35,,,,,,,,,,,,,,,,
83700,40.48,,,,,,,,,,,,,,,,
32800,40.32,,,,,,,,,,,,,,,,
19700,40.23,,,,,,,,,,,,,,,,
39600,40.29,,,,,,,,,,,,,,,,
57400,40.28,,,,,,,,,,,,,,,,
131900,40.05,,,,,,,,,,,,,,,,
700,40.03,,,,,,,,,,,,,,,,
1600,40,,,,,,,,,,,,,,,,
6400,40.07,,,,,,,,,,,,,,,,
7100,40.18,,,,,,,,,,,,,,,,
4700,40.07,,,,,,,,,,,,,,,,
53300,40.07,,,,,,,,,,,,,,,,
5000,40.23,,,,,,,,,,,,,,,,
3500,40.2,,,,,,,,,,,,,,,,
2600,40.12,,,,,,,,,,,,,,,,
2500,40.1,,,,,,,,,,,,,,,,
6600,40.15,,,,,,,,,,,,,,,,
1200,40.15,,,,,,,,,,,,,,,,
15000,40.06,,,,,,,,,,,,,,,,
3300,40,,,,,,,,,,,,,,,,
5500,40.04,,,,,,,,,,,,,,,,
200,40.1,,,,,,,,,,,,,,,,
2200,40.15,,,,,,,,,,,,,,,,
21200,40,,,,,,,,,,,,,,,,
2700,40.18,,,,,,,,,,,,,,,,
4400,40.22,,,,,,,,,,,,,,,,
2600,40.3,,,,,,,,,,,,,,,,
2600,40.27,,,,,,,,,,,,,,,,
4800,40.22,,,,,,,,,,,,,,,,
3800,40.27,,,,,,,,,,,,,,,,
11900,40.36,,,,,,,,,,,,,,,,
6300,40.44,,,,,,,,,,,,,,,,
6700,40.43,,,,,,,,,,,,,,,,
11100,40.35,,,,,,,,,,,,,,,,
3700,40.25,,,,,,,,,,,,,,,,
4000,40.4,,,,,,,,,,,,,,,,
14600,40.5,,,,,,,,,,,,,,,,
2100,40.49,,,,,,,,,,,,,,,,
4500,40.42,,,,,,,,,,,,,,,,
4200,40.37,,,,,,,,,,,,,,,,
4200,40.32,,,,,,,,,,,,,,,,
10100,40.25,,,,,,,,,,,,,,,,
5400,40.05,,,,,,,,,,,,,,,,
1900,40.25,,,,,,,,,,,,,,,,
19400,40.38,,,,,,,,,,,,,,,,
7300,40.42,,,,,,,,,,,,,,,,
3900,40.58,,,,,,,,,,,,,,,,
10300,40.6,,,,,,,,,,,,,,,,
5200,40.57,,,,,,,,,,,,,,,,
600,40.74,,,,,,,,,,,,,,,,
3800,40.72,,,,,,,,,,,,,,,,
6900,40.76,,,,,,,,,,,,,,,,
3500,40.62,,,,,,,,,,,,,,,,
3600,40.48,,,,,,,,,,,,,,,,
8200,40.68,,,,,,,,,,,,,,,,
5000,40.59,,,,,,,,,,,,,,,,
4600,40.49,,,,,,,,,,,,,,,,
13300,40.74,,,,,,,,,,,,,,,,
1500,40.38,,,,,,,,,,,,,,,,
900,40.38,,,,,,,,,,,,,,,,
3000,40.49,,,,,,,,,,,,,,,,
400,40.51,,,,,,,,,,,,,,,,
5300,40.41,,,,,,,,,,,,,,,,
2500,40.38,,,,,,,,,,,,,,,,
8100,40.45,,,,,,,,,,,,,,,,
2400,40.45,,,,,,,,,,,,,,,,
700,40.4,,,,,,,,,,,,,,,,
2100,40.49,,,,,,,,,,,,,,,,
15600,40.39,,,,,,,,,,,,,,,,
6700,40.35,,,,,,,,,,,,,,,,
1700,40.37,,,,,,,,,,,,,,,,
2200,40.27,,,,,,,,,,,,,,,,
11300,40.14,,,,,,,,,,,,,,,,
2700,40.21,,,,,,,,,,,,,,,,
4900,40.14,,,,,,,,,,,,,,,,
5300,40.09,,,,,,,,,,,,,,,,
2400,39.87,,,,,,,,,,,,,,,,
14700,39.82,,,,,,,,,,,,,,,,
3700,39.82,,,,,,,,,,,,,,,,
3700,39.78,,,,,,,,,,,,,,,,
2800,39.75,,,,,,,,,,,,,,,,
900,39.69,,,,,,,,,,,,,,,,
700,39.66,,,,,,,,,,,,,,,,
900,39.79,,,,,,,,,,,,,,,,
3900,39.77,,,,,,,,,,,,,,,,
600,39.75,,,,,,,,,,,,,,,,
7100,39.8,,,,,,,,,,,,,,,,
2900,39.79,,,,,,,,,,,,,,,,
400,39.79,,,,,,,,,,,,,,,,
800,39.82,,,,,,,,,,,,,,,,
500,39.82,,,,,,,,,,,,,,,,
600,39.85,,,,,,,,,,,,,,,,
6000,39.9,,,,,,,,,,,,,,,,
4800,39.69,,,,,,,,,,,,,,,,
1200,39.8,,,,,,,,,,,,,,,,
4300,39.89,,,,,,,,,,,,,,,,
2100,39.95,,,,,,,,,,,,,,,,
400,39.93,,,,,,,,,,,,,,,,
900,40,,,,,,,,,,,,,,,,
4300,39.98,,,,,,,,,,,,,,,,
1200,40.11,,,,,,,,,,,,,,,,
400,39.91,,,,,,,,,,,,,,,,
2900,40.04,,,,,,,,,,,,,,,,
3900,39.92,,,,,,,,,,,,,,,,
4400,39.87,,,,,,,,,,,,,,,,
1100,39.97,,,,,,,,,,,,,,,,
1800,39.98,,,,,,,,,,,,,,,,
3300,40.08,,,,,,,,,,,,,,,,
2700,39.97,,,,,,,,,,,,,,,,
0,40.03,,,,,,,,,,,,,,,,
1600,40.03,,,,,,,,,,,,,,,,
1300,39.92,,,,,,,,,,,,,,,,
300,39.9,,,,,,,,,,,,,,,,
1300,39.93,,,,,,,,,,,,,,,,
5600,40,,,,,,,,,,,,,,,,
3700,40.1,,,,,,,,,,,,,,,,
1100,40.11,,,,,,,,,,,,,,,,
3300,40.15,,,,,,,,,,,,,,,,
3600,40.15,,,,,,,,,,,,,,,,
900,40.03,,,,,,,,,,,,,,,,
3400,40.12,,,,,,,,,,,,,,,,
5200,40.05,,,,,,,,,,,,,,,,
2800,40,,,,,,,,,,,,,,,,
4400,39.95,,,,,,,,,,,,,,,,
800,39.95,,,,,,,,,,,,,,,,
2000,39.94,,,,,,,,,,,,,,,,
2100,39.95,,,,,,,,,,,,,,,,
3000,39.95,,,,,,,,,,,,,,,,
700,39.98,,,,,,,,,,,,,,,,
4800,39.97,,,,,,,,,,,,,,,,
10400,39.7,,,,,,,,,,,,,,,,
4200,39.9,,,,,,,,,,,,,,,,
17200,40.12,,,,,,,,,,,,,,,,
7700,39.69,,,,,,,,,,,,,,,,
2300,39.58,,,,,,,,,,,,,,,,
700,39.77,,,,,,,,,,,,,,,,
6900,39.6,,,,,,,,,,,,,,,,
9400,39.74,,,,,,,,,,,,,,,,
500,39.62,,,,,,,,,,,,,,,,
1700,39.74,,,,,,,,,,,,,,,,
11300,39.52,,,,,,,,,,,,,,,,
2100,39.7,,,,,,,,,,,,,,,,
3600,39.56,,,,,,,,,,,,,,,,
11100,39.7,,,,,,,,,,,,,,,,
1100,39.6,,,,,,,,,,,,,,,,
4000,39.73,,,,,,,,,,,,,,,,
1700,39.65,,,,,,,,,,,,,,,,
0,39.7,,,,,,,,,,,,,,,,
3600,39.7,,,,,,,,,,,,,,,,
11800,39.64,,,,,,,,,,,,,,,,
3500,39.57,,,,,,,,,,,,,,,,
1900,39.8,,,,,,,,,,,,,,,,
5500,39.79,,,,,,,,,,,,,,,,
12400,39.77,,,,,,,,,,,,,,,,
9500,39.75,,,,,,,,,,,,,,,,
4900,39.85,,,,,,,,,,,,,,,,
6700,39.82,,,,,,,,,,,,,,,,
4300,39.93,,,,,,,,,,,,,,,,
3600,39.97,,,,,,,,,,,,,,,,
9100,39.88,,,,,,,,,,,,,,,,
8400,39.95,,,,,,,,,,,,,,,,
5900,39.87,,,,,,,,,,,,,,,,
17800,39.88,,,,,,,,,,,,,,,,
12000,39.9,,,,,,,,,,,,,,,,
5300,40.07,,,,,,,,,,,,,,,,
10500,40.16,,,,,,,,,,,,,,,,
20000,40.14,,,,,,,,,,,,,,,,
17700,40.24,,,,,,,,,,,,,,,,
6800,40.25,,,,,,,,,,,,,,,,
7500,40.21,,,,,,,,,,,,,,,,
5900,40.2,,,,,,,,,,,,,,,,
25100,40.26,,,,,,,,,,,,,,,,
2300,40.33,,,,,,,,,,,,,,,,
6000,40.37,,,,,,,,,,,,,,,,
10500,40.27,,,,,,,,,,,,,,,,
6900,40.34,,,,,,,,,,,,,,,,
11100,40.31,,,,,,,,,,,,,,,,
2200,40.42,,,,,,,,,,,,,,,,
20700,40.41,,,,,,,,,,,,,,,,
14800,40.29,,,,,,,,,,,,,,,,
14200,40.44,,,,,,,,,,,,,,,,
22800,40.5,,,,,,,,,,,,,,,,
40600,40.71,,,,,,,,,,,,,,,,
46300,40.82,,,,,,,,,,,,,,,,
23200,40.62,,,,,,,,,,,,,,,,
17300,40.65,,,,,,,,,,,,,,,,
44200,40.78,,,,,,,,,,,,,,,,
16100,40.41,,,,,,,,,,,,,,,,
10600,40.32,,,,,,,,,,,,,,,,
3600,40.29,,,,,,,,,,,,,,,,
3300,40.35,,,,,,,,,,,,,,,,
11300,40.33,,,,,,,,,,,,,,,,
6000,40.22,,,,,,,,,,,,,,,,
10300,40.27,,,,,,,,,,,,,,,,
16800,40.23,,,,,,,,,,,,,,,,
96000,42.19,,,,,,,,,,,,,,,,
11000,40.21,,,,,,,,,,,,,,,,
1600,40.21,,,,,,,,,,,,,,,,
8400,40.26,,,,,,,,,,,,,,,,
5300,40.22,,,,,,,,,,,,,,,,
4800,40.23,,,,,,,,,,,,,,,,
26800,40.34,,,,,,,,,,,,,,,,
2800,40.24,,,,,,,,,,,,,,,,
6300,40.22,,,,,,,,,,,,,,,,
4900,40.21,,,,,,,,,,,,,,,,
8600,40.26,,,,,,,,,,,,,,,,
8500,40.23,,,,,,,,,,,,,,,,
3300,40.23,,,,,,,,,,,,,,,,
7300,40.22,,,,,,,,,,,,,,,,
10500,40.29,,,,,,,,,,,,,,,,
1000,40.31,,,,,,,,,,,,,,,,
2800,40.27,,,,,,,,,,,,,,,,
1000,40.2,,,,,,,,,,,,,,,,
1800,40.3,,,,,,,,,,,,,,,,
1400,40.28,,,,,,,,,,,,,,,,
3900,40.32,,,,,,,,,,,,,,,,
2800,40.3,,,,,,,,,,,,,,,,
8300,40.29,,,,,,,,,,,,,,,,
8200,40.31,,,,,,,,,,,,,,,,
6600,40.29,,,,,,,,,,,,,,,,
1400,40.25,,,,,,,,,,,,,,,,
9400,40.15,,,,,,,,,,,,,,,,
200,40.21,,,,,,,,,,,,,,,,
3600,40.3,,,,,,,,,,,,,,,,
1500,40.23,,,,,,,,,,,,,,,,
7900,40.27,,,,,,,,,,,,,,,,
6400,40.29,,,,,,,,,,,,,,,,
1200,40.3,,,,,,,,,,,,,,,,
400,40.34,,,,,,,,,,,,,,,,
14900,40.41,,,,,,,,,,,,,,,,
1900,40.46,,,,,,,,,,,,,,,,
1000,40.3,,,,,,,,,,,,,,,,
34900,40.27,,,,,,,,,,,,,,,,
7200,40.3,,,,,,,,,,,,,,,,
7800,40.24,,,,,,,,,,,,,,,,
4500,40.21,,,,,,,,,,,,,,,,
2700,40.22,,,,,,,,,,,,,,,,
28700,40.3,,,,,,,,,,,,,,,,
20800,40.32,,,,,,,,,,,,,,,,
9200,40.33,,,,,,,,,,,,,,,,
1000,40.27,,,,,,,,,,,,,,,,
3400,40.3,,,,,,,,,,,,,,,,
4500,40.23,,,,,,,,,,,,,,,,
2900,40.31,,,,,,,,,,,,,,,,
3500,40.31,,,,,,,,,,,,,,,,
4500,40.25,,,,,,,,,,,,,,,,
7200,40.22,,,,,,,,,,,,,,,,
4200,40.17,,,,,,,,,,,,,,,,
3400,40.25,,,,,,,,,,,,,,,,
2700,40.22,,,,,,,,,,,,,,,,
900,40.2,,,,,,,,,,,,,,,,
1500,40.13,,,,,,,,,,,,,,,,
4900,40.18,,,,,,,,,,,,,,,,
2500,40.25,,,,,,,,,,,,,,,,
4100,40.25,,,,,,,,,,,,,,,,
2400,40.2,,,,,,,,,,,,,,,,
2800,40.18,,,,,,,,,,,,,,,,
1500,40.2,,,,,,,,,,,,,,,,
13900,40.26,,,,,,,,,,,,,,,,
800,40.24,,,,,,,,,,,,,,,,
1800,40.25,,,,,,,,,,,,,,,,
1200,40.19,,,,,,,,,,,,,,,,
1100,40.25,,,,,,,,,,,,,,,,
800,40.28,,,,,,,,,,,,,,,,
2000,40.28,,,,,,,,,,,,,,,,
2900,40.24,,,,,,,,,,,,,,,,
1200,40.23,,,,,,,,,,,,,,,,
1600,40.26,,,,,,,,,,,,,,,,
16500,40.34,,,,,,,,,,,,,,,,
1900,40.25,,,,,,,,,,,,,,,,
4200,40.32,,,,,,,,,,,,,,,,
48900,40.31,,,,,,,,,,,,,,,,
10400,40.43,,,,,,,,,,,,,,,,
1600,40.43,,,,,,,,,,,,,,,,
5000,40.42,,,,,,,,,,,,,,,,
4800,40.4,,,,,,,,,,,,,,,,
11900,40.34,,,,,,,,,,,,,,,,
6300,40.4,,,,,,,,,,,,,,,,
4900,40.44,,,,,,,,,,,,,,,,
18600,40.44,,,,,,,,,,,,,,,,
19500,40.46,,,,,,,,,,,,,,,,
10000,40.47,,,,,,,,,,,,,,,,
55000,40.42,,,,,,,,,,,,,,,,
33500,41.18,,,,,,,,,,,,,,,,
11500,40.43,,,,,,,,,,,,,,,,
10200,40.35,,,,,,,,,,,,,,,,
14400,40.38,,,,,,,,,,,,,,,,
5800,40.41,,,,,,,,,,,,,,,,
4800,40.4,,,,,,,,,,,,,,,,
4400,40.4,,,,,,,,,,,,,,,,
10200,40.27,,,,,,,,,,,,,,,,
5000,40.37,,,,,,,,,,,,,,,,
4200,40.38,,,,,,,,,,,,,,,,
1100,40.35,,,,,,,,,,,,,,,,
34700,40.36,,,,,,,,,,,,,,,,
4200,40.37,,,,,,,,,,,,,,,,
13400,40.42,,,,,,,,,,,,,,,,
13000,40.43,,,,,,,,,,,,,,,,
1200,40.4,,,,,,,,,,,,,,,,
8300,40.47,,,,,,,,,,,,,,,,
22700,40.48,,,,,,,,,,,,,,,,
7200,40.4,,,,,,,,,,,,,,,,
10500,40.35,,,,,,,,,,,,,,,,
2000,40.37,,,,,,,,,,,,,,,,
12000,40.41,,,,,,,,,,,,,,,,
1800,40.45,,,,,,,,,,,,,,,,
1100,40.36,,,,,,,,,,,,,,,,
1200,40.46,,,,,,,,,,,,,,,,
3500,40.44,,,,,,,,,,,,,,,,
5100,40.33,,,,,,,,,,,,,,,,
2200,40.44,,,,,,,,,,,,,,,,
3800,40.4,,,,,,,,,,,,,,,,
1700,40.39,,,,,,,,,,,,,,,,
1000,40.42,,,,,,,,,,,,,,,,
800,40.27,,,,,,,,,,,,,,,,
200,40.43,,,,,,,,,,,,,,,,
1000,40.44,,,,,,,,,,,,,,,,
1800,40.39,,,,,,,,,,,,,,,,
7200,40.36,,,,,,,,,,,,,,,,
2500,40.32,,,,,,,,,,,,,,,,
2900,40.54,,,,,,,,,,,,,,,,
200,40.29,,,,,,,,,,,,,,,,
4200,40.31,,,,,,,,,,,,,,,,
10400,40.34,,,,,,,,,,,,,,,,
5000,40.31,,,,,,,,,,,,,,,,
13200,40.27,,,,,,,,,,,,,,,,
9700,40.3,,,,,,,,,,,,,,,,
13000,40.34,,,,,,,,,,,,,,,,
3100,40.57,,,,,,,,,,,,,,,,
4300,40.41,,,,,,,,,,,,,,,,
2700,40.45,,,,,,,,,,,,,,,,
1000,40.44,,,,,,,,,,,,,,,,
900,40.32,,,,,,,,,,,,,,,,
800,40.29,,,,,,,,,,,,,,,,
1600,40.45,,,,,,,,,,,,,,,,
900,40.44,,,,,,,,,,,,,,,,
2200,40.45,,,,,,,,,,,,,,,,
800,40.5,,,,,,,,,,,,,,,,
700,40.38,,,,,,,,,,,,,,,,
6600,40.35,,,,,,,,,,,,,,,,
0,40.46,,,,,,,,,,,,,,,,
1600,40.46,,,,,,,,,,,,,,,,
2900,40.43,,,,,,,,,,,,,,,,
1000,40.35,,,,,,,,,,,,,,,,
4300,40.26,,,,,,,,,,,,,,,,
1500,40.4,,,,,,,,,,,,,,,,
300,40.43,,,,,,,,,,,,,,,,
2000,40.32,,,,,,,,,,,,,,,,
1100,40.45,,,,,,,,,,,,,,,,
2600,40.35,,,,,,,,,,,,,,,,
2100,40.36,,,,,,,,,,,,,,,,
2900,40.58,,,,,,,,,,,,,,,,
3000,40.51,,,,,,,,,,,,,,,,
1700,40.41,,,,,,,,,,,,,,,,
2700,40.42,,,,,,,,,,,,,,,,
200,40.48,,,,,,,,,,,,,,,,
6400,40.62,,,,,,,,,,,,,,,,
700,40.43,,,,,,,,,,,,,,,,
1300,40.52,,,,,,,,,,,,,,,,
4900,40.77,,,,,,,,,,,,,,,,
4900,40.71,,,,,,,,,,,,,,,,
2800,40.4,,,,,,,,,,,,,,,,
1700,40.47,,,,,,,,,,,,,,,,
2600,40.39,,,,,,,,,,,,,,,,
1300,40.42,,,,,,,,,,,,,,,,
400,40.4,,,,,,,,,,,,,,,,
2600,40.4,,,,,,,,,,,,,,,,
0,40.42,,,,,,,,,,,,,,,,
400,40.42,,,,,,,,,,,,,,,,
1700,40.39,,,,,,,,,,,,,,,,
2100,40.43,,,,,,,,,,,,,,,,
500,40.4,,,,,,,,,,,,,,,,
1300,40.4,,,,,,,,,,,,,,,,
2300,40.42,,,,,,,,,,,,,,,,
3400,40.39,,,,,,,,,,,,,,,,
1400,40.49,,,,,,,,,,,,,,,,
1500,40.43,,,,,,,,,,,,,,,,
1700,40.47,,,,,,,,,,,,,,,,
3800,40.54,,,,,,,,,,,,,,,,
1100,40.55,,,,,,,,,,,,,,,,
0,40.56,,,,,,,,,,,,,,,,
8100,40.56,,,,,,,,,,,,,,,,
1300,40.51,,,,,,,,,,,,,,,,
0,40.51,,,,,,,,,,,,,,,,
2000,40.51,,,,,,,,,,,,,,,,
2700,40.51,,,,,,,,,,,,,,,,
3600,40.5,,,,,,,,,,,,,,,,
200,40.5,,,,,,,,,,,,,,,,
400,40.51,,,,,,,,,,,,,,,,
800,40.51,,,,,,,,,,,,,,,,
2200,40.55,,,,,,,,,,,,,,,,
1200,40.56,,,,,,,,,,,,,,,,
6700,40.58,,,,,,,,,,,,,,,,
16100,40.45,,,,,,,,,,,,,,,,
9800,40.56,,,,,,,,,,,,,,,,
3600,40.78,,,,,,,,,,,,,,,,
1900,40.67,,,,,,,,,,,,,,,,
10900,40.76,,,,,,,,,,,,,,,,
12300,40.76,,,,,,,,,,,,,,,,
5000,40.8,,,,,,,,,,,,,,,,
1100,40.62,,,,,,,,,,,,,,,,
2200,40.56,,,,,,,,,,,,,,,,
4000,40.7,,,,,,,,,,,,,,,,
8000,40.66,,,,,,,,,,,,,,,,
11800,40.74,,,,,,,,,,,,,,,,
4300,40.54,,,,,,,,,,,,,,,,
3600,40.56,,,,,,,,,,,,,,,,
1800,40.49,,,,,,,,,,,,,,,,
200,40.56,,,,,,,,,,,,,,,,
2000,40.57,,,,,,,,,,,,,,,,
1000,40.59,,,,,,,,,,,,,,,,
1200,40.54,,,,,,,,,,,,,,,,
2300,40.49,,,,,,,,,,,,,,,,
2400,40.65,,,,,,,,,,,,,,,,
1000,40.55,,,,,,,,,,,,,,,,
600,40.59,,,,,,,,,,,,,,,,
5000,40.68,,,,,,,,,,,,,,,,
100,40.65,,,,,,,,,,,,,,,,
200,40.58,,,,,,,,,,,,,,,,
1800,40.71,,,,,,,,,,,,,,,,
2000,40.65,,,,,,,,,,,,,,,,
300,40.61,,,,,,,,,,,,,,,,
700,40.6,,,,,,,,,,,,,,,,
1400,40.68,,,,,,,,,,,,,,,,
1100,40.58,,,,,,,,,,,,,,,,
600,40.5,,,,,,,,,,,,,,,,
100,40.55,,,,,,,,,,,,,,,,
1700,40.47,,,,,,,,,,,,,,,,
3300,40.41,,,,,,,,,,,,,,,,
2200,40.48,,,,,,,,,,,,,,,,
1800,40.48,,,,,,,,,,,,,,,,
900,40.48,,,,,,,,,,,,,,,,
2200,40.69,,,,,,,,,,,,,,,,
2000,40.58,,,,,,,,,,,,,,,,
7300,40.75,,,,,,,,,,,,,,,,
2100,40.81,,,,,,,,,,,,,,,,
1400,40.66,,,,,,,,,,,,,,,,
2900,40.98,,,,,,,,,,,,,,,,
1600,40.76,,,,,,,,,,,,,,,,
2900,40.98,,,,,,,,,,,,,,,,
1000,41.18,,,,,,,,,,,,,,,,
6500,41.1,,,,,,,,,,,,,,,,
28100,41.02,,,,,,,,,,,,,,,,
9000,40.91,,,,,,,,,,,,,,,,
1100,40.75,,,,,,,,,,,,,,,,
100,40.62,,,,,,,,,,,,,,,,
900,40.44,,,,,,,,,,,,,,,,
200,40.5,,,,,,,,,,,,,,,,
